full_ID,set,manipulation,face_n,artificial,race_guess,race_ba,race_ea,race_hl,race_me,race_na,race_pi,race_se,race_sa,race_wc,prot_ba_n,prot_ba_m,prot_ba_sd,prot_ba_mdn,prot_ba_min,prot_ba_max,prot_ea_n,prot_ea_m,prot_ea_sd,prot_ea_mdn,prot_ea_min,prot_ea_max,prot_hl_n,prot_hl_m,prot_hl_sd,prot_hl_mdn,prot_hl_min,prot_hl_max,prot_me_n,prot_me_m,prot_me_sd,prot_me_mdn,prot_me_min,prot_me_max,prot_na_n,prot_na_m,prot_na_sd,prot_na_mdn,prot_na_min,prot_na_max,prot_pi_n,prot_pi_m,prot_pi_sd,prot_pi_mdn,prot_pi_min,prot_pi_max,prot_se_n,prot_se_m,prot_se_sd, prot_se_mdn ,prot_se_min,prot_se_max,prot_sa_n,prot_sa_m,prot_sa_sd,prot_sa_mdn,prot_sa_min,prot_sa_max,prot_wc_n,prot_wc_m,prot_wc_sd,prot_wc_mdn,prot_wc_min,prot_wc_max,age_m,age_sd,age_mdn,age_n,age_min,age_max,gender_fem,attract_m,attract_sd,attract_mdn,attract_n,attract_min,attract_max,happy_m,happy_sd,happy_mdn,happy_n,happy_min,happy_max
2308-3056,2308,3056,53,0.235,Multiple,0.226,0.019,0.283,0.264,0.019,0.189,0.038,0.226,0.075,12,60.500,28.337,59.5,20,100,1,71.000,NA,71.0,71,71,15,68.400,22.190,65.0,25,100,14,70.286,12.462,72.5,50,92,1,53.000,NA,53.0,53,53,10,63.100,32.309,70.0,2,100,2,52.500,3.536, 52.5 ,50,55,12,59.667,20.178,65.5,20,82,4,42.750,9.465,42.0,32,55,32.509,6.132,32.0,53,22,49,0.019,3.868,1.256,4.0,53.000,1,7,3.528,1.049,4.0,53,1,6
2491-27,2491,27,50,0.067,White,0.020,0.000,0.060,0.020,0.020,0.000,0.000,0.000,0.960,1,33.000,NA,33.0,33,33,NA,NA,NA,NA,NA,NA,3,37.333,22.502,37.0,15,60,1,53.000,NA,53.0,53,53,1,70.000,NA,70.0,70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,48,88.292,13.533,91.5,40,100,28.360,4.304,28.0,50,17,38,0.000,4.700,0.995,5.0,50.000,3,7,5.100,0.886,5.0,50,3,7
2491-28,2491,28,56,0.188,Multiple,0.357,0.018,0.250,0.161,0.036,0.214,0.054,0.250,0.125,20,59.900,22.095,53.5,21,100,1,10.000,NA,10.0,10,10,14,56.929,22.710,63.5,20,100,9,56.889,19.921,54.0,23,80,2,32.000,2.828,32.0,30,34,12,61.000,29.726,53.5,11,100,3,41.667,19.732, 51.0 ,19,55,14,65.714,24.690,63.5,20,100,7,43.000,20.648,50.0,5,65,28.536,4.940,29.0,56,20,45,0.000,5.000,1.206,5.0,56.000,1,7,5.393,1.003,5.0,56,3,7
2491-162,2491,162,51,0.133,Multiple,0.157,0.059,0.314,0.118,0.098,0.314,0.157,0.020,0.235,8,46.000,19.625,50.0,10,70,3,55.667,18.148,53.0,39,75,16,72.938,14.429,75.0,45,100,6,61.000,15.375,65.0,31,74,5,49.600,24.916,50.0,10,78,16,63.188,19.559,62.5,29,89,8,50.125,22.287, 56.5 ,13,77,1,39.000,NA,39.0,39,39,12,38.583,12.695,38.0,18,63,28.647,4.963,28.0,51,20,38,0.000,4.941,1.139,5.0,51.000,3,7,5.431,0.781,5.0,51,4,7
2491-1250,2491,1250,53,0.188,Multiple,0.358,0.019,0.340,0.226,0.019,0.113,0.000,0.075,0.245,19,56.000,22.271,55.0,10,90,1,51.000,NA,51.0,51,51,18,63.500,22.198,63.5,23,100,12,68.000,16.141,70.5,41,87,1,54.000,NA,54.0,54,54,6,63.167,16.485,63.0,41,86,NA,NA,NA, NA ,NA,NA,4,58.750,8.539,57.5,50,70,13,47.615,25.277,40.0,18,100,29.604,4.439,28.0,53,22,43,0.000,4.755,1.299,5.0,53.000,1,7,5.415,0.819,5.0,53,3,7
2491-1407,2491,1407,55,0.063,Black,0.727,0.000,0.091,0.164,0.036,0.055,0.055,0.145,0.073,40,66.175,23.709,70.5,10,100,NA,NA,NA,NA,NA,NA,5,56.200,25.985,60.0,18,90,9,67.889,23.481,70.0,29,100,2,30.500,27.577,30.5,11,50,3,59.000,32.970,76.0,21,80,3,60.667,30.436, 73.0 ,26,83,8,72.625,23.928,82.5,30,100,4,32.000,12.356,27.5,23,50,34.636,7.137,35.0,55,20,55,0.000,4.491,1.230,4.0,55.000,1,7,5.200,0.931,5.0,55,3,7
2491-1445,2491,1445,53,0.200,Hispanic,0.000,0.038,0.509,0.264,0.038,0.075,0.075,0.094,0.302,NA,NA,NA,NA,NA,NA,2,55.000,7.071,55.0,50,60,27,64.556,22.806,60.0,20,100,14,56.500,23.680,60.0,17,100,2,53.500,19.092,53.5,40,67,4,65.750,10.500,71.0,50,71,4,53.000,19.715, 58.0 ,25,71,5,58.200,28.657,60.0,20,100,16,52.313,18.424,50.0,25,88,29.604,4.970,29.0,53,19,42,0.000,4.415,1.499,4.0,53.000,1,7,5.377,0.945,5.0,53,3,7
2617-28,2617,28,49,0.071,Black,0.755,0.020,0.265,0.082,0.000,0.122,0.041,0.020,0.102,37,61.216,20.539,62.0,8,100,1,40.000,NA,40.0,40,40,13,68.077,23.329,66.0,21,100,4,56.750,26.575,51.0,31,94,NA,NA,NA,NA,NA,NA,6,67.333,22.836,67.5,30,100,2,29.000,1.414, 29.0 ,28,30,1,64.000,NA,64.0,64,64,5,24.400,19.920,10.0,10,50,30.000,6.252,30.0,49,5,41,1.000,5.673,1.088,6.0,49.000,3,7,4.224,1.006,4.0,49,2,6
2617-533,2617,533,55,0.118,Black,0.927,0.000,0.018,0.018,0.036,0.145,0.000,0.018,0.000,51,85.333,15.123,90.0,29,100,NA,NA,NA,NA,NA,NA,1,23.000,NA,23.0,23,23,1,51.000,NA,51.0,51,51,2,54.500,2.121,54.5,53,56,8,54.250,23.819,53.5,18,83,NA,NA,NA, NA ,NA,NA,1,18.000,NA,18.0,18,18,NA,NA,NA,NA,NA,NA,34.073,5.033,34.0,55,21,46,1.000,4.964,1.247,5.0,55.000,2,7,3.727,1.062,4.0,55,1,6
2617-1045,2617,1045,56,0.056,White,0.054,0.000,0.321,0.089,0.036,0.018,0.000,0.000,0.732,3,53.333,40.415,60.0,10,90,NA,NA,NA,NA,NA,NA,18,57.722,23.522,59.5,15,98,5,56.200,29.491,65.0,5,80,2,61.000,43.841,61.0,30,92,1,55.000,NA,55.0,55,55,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,41,75.732,19.518,80.0,15,100,33.750,5.495,33.5,56,22,50,1.000,5.196,1.313,6.0,56.000,1,7,4.214,1.331,4.0,56,1,7
2617-2486,2617,2486,53,0.063,Hispanic,0.189,0.038,0.528,0.057,0.208,0.226,0.019,0.019,0.208,10,46.500,18.477,47.0,18,80,2,59.500,13.435,59.5,50,69,28,67.857,20.788,70.5,0,97,3,58.000,8.000,58.0,50,66,11,55.636,19.284,50.0,21,91,12,63.500,17.558,61.5,32,88,1,50.000,NA, 50.0 ,50,50,1,39.000,NA,39.0,39,39,11,37.182,16.666,33.0,20,72,31.887,6.040,30.0,53,18,45,0.981,5.283,1.116,5.0,53.000,3,7,4.264,1.211,4.0,53,1,7
2617-2933,2617,2933,55,0.250,Multiple,0.127,0.000,0.400,0.273,0.055,0.055,0.000,0.073,0.345,7,43.571,20.099,40.0,20,82,NA,NA,NA,NA,NA,NA,22,74.045,22.257,78.5,27,100,15,58.667,21.019,53.0,29,90,3,74.667,25.007,74.0,50,100,3,61.000,16.523,53.0,50,80,NA,NA,NA, NA ,NA,NA,4,57.250,25.500,47.5,40,94,19,58.368,23.566,55.0,20,97,32.764,5.670,33.0,55,22,50,1.000,5.709,1.117,6.0,55.000,3,7,4.018,1.130,4.0,55,1,7
2617-2947,2617,2947,57,0.056,Black,0.544,0.018,0.333,0.070,0.088,0.228,0.053,0.070,0.140,31,60.871,23.820,60.0,13,100,1,51.000,NA,51.0,51,51,19,63.842,21.344,60.0,20,100,4,47.750,29.010,38.5,24,90,5,50.400,24.255,49.0,13,72,13,66.462,21.431,63.0,35,100,3,48.667,12.662, 51.0 ,35,60,4,74.250,18.392,75.5,51,95,8,37.125,24.287,35.5,1,75,33.140,5.111,33.0,57,24,45,1.000,5.228,1.268,5.0,57.000,1,7,3.895,1.113,4.0,57,2,6
2690-27,2690,27,52,0.133,White,0.000,0.058,0.115,0.058,0.019,0.000,0.038,0.038,0.885,NA,NA,NA,NA,NA,NA,3,15.000,11.136,13.0,5,27,6,50.333,20.007,53.5,18,77,3,36.667,21.127,26.0,23,61,1,100.000,NA,100.0,100,100,NA,NA,NA,NA,NA,NA,2,68.000,25.456, 68.0 ,50,86,2,22.000,18.385,22.0,9,35,46,87.022,14.254,92.0,42,100,47.846,7.226,48.0,52,28,65,0.000,3.865,1.253,4.0,52.000,1,6,4.462,1.163,4.5,52,1,7
2690-28,2690,28,54,0.059,SouthAsian,0.019,0.074,0.093,0.222,0.000,0.093,0.111,0.519,0.000,1,90.000,NA,90.0,90,90,4,66.750,23.200,65.5,40,96,5,66.800,15.023,73.0,40,75,12,71.500,20.358,75.5,40,100,NA,NA,NA,NA,NA,NA,5,55.400,10.286,60.0,40,65,6,56.167,26.476, 59.0 ,20,90,28,74.393,17.199,72.0,48,100,NA,NA,NA,NA,NA,NA,46.204,7.021,45.0,54,28,62,0.000,4.296,1.253,4.0,54.000,1,7,4.667,1.009,5.0,54,3,7
2690-56,2690,56,52,0.200,Asian,0.019,0.654,0.096,0.038,0.019,0.058,0.327,0.019,0.154,1,25.000,NA,25.0,25,25,34,71.235,22.666,75.0,25,100,5,35.600,12.896,30.0,24,50,2,26.000,8.485,26.0,20,32,1,16.000,NA,16.0,16,16,3,39.333,4.726,41.0,34,43,17,64.235,19.642, 65.0 ,25,100,1,13.000,NA,13.0,13,13,8,52.125,28.767,37.5,25,95,46.538,5.345,45.0,52,28,56,0.038,4.115,1.114,4.0,52.000,1,6,4.769,1.041,5.0,52,2,7
2690-1407,2690,1407,53,0.111,SouthAsian,0.170,0.019,0.038,0.208,0.000,0.057,0.038,0.604,0.000,9,60.333,24.698,61.0,25,88,1,100.000,NA,100.0,100,100,2,70.000,14.142,70.0,60,80,11,84.909,18.474,91.0,50,100,NA,NA,NA,NA,NA,NA,3,60.000,34.641,40.0,40,100,2,57.500,10.607, 57.5 ,50,65,32,80.969,16.181,83.5,40,100,NA,NA,NA,NA,NA,NA,47.396,5.692,48.0,53,35,60,0.000,4.132,1.331,4.0,53.000,1,7,4.660,0.999,5.0,53,2,7
2741-30,2741,30,53,0.353,White,0.019,0.000,0.019,0.000,0.000,0.000,0.000,0.019,0.981,1,36.000,NA,36.0,36,36,NA,NA,NA,NA,NA,NA,1,21.000,NA,21.0,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA ,NA,NA,1,15.000,NA,15.0,15,15,52,91.885,11.570,96.5,51,100,26.717,5.116,26.0,53,18,41,0.019,4.472,1.339,5.0,53.000,1,7,4.415,1.100,5.0,53,1,6
2741-86,2741,86,53,0.267,Multiple,0.132,0.000,0.358,0.415,0.000,0.075,0.000,0.113,0.170,7,47.571,22.486,50.0,7,80,NA,NA,NA,NA,NA,NA,19,74.053,18.204,77.0,39,100,22,74.773,17.768,80.0,27,100,NA,NA,NA,NA,NA,NA,4,71.500,21.810,68.0,50,100,NA,NA,NA, NA ,NA,NA,6,57.000,13.784,55.0,40,80,9,51.333,24.362,50.0,15,100,25.075,4.292,25.0,53,18,41,0.000,4.585,1.262,5.0,53.000,1,7,4.849,0.770,5.0,53,3,7
2741-489,2741,489,53,0.250,Black,0.566,0.000,0.113,0.434,0.019,0.038,0.019,0.245,0.094,30,58.667,18.511,55.0,25,95,NA,NA,NA,NA,NA,NA,6,56.500,25.875,57.5,24,100,23,62.478,20.259,66.0,22,100,1,30.000,NA,30.0,30,30,2,40.500,30.406,40.5,19,62,1,31.000,NA, 31.0 ,31,31,13,62.077,14.465,67.0,34,86,5,28.400,16.607,25.0,10,51,27.604,5.739,26.0,53,18,44,0.000,4.604,1.115,5.0,53.000,1,7,4.717,1.045,5.0,53,2,7
2741-1407,2741,1407,54,0.313,Black,0.593,0.000,0.056,0.315,0.000,0.019,0.019,0.241,0.130,32,62.719,23.794,60.5,20,100,NA,NA,NA,NA,NA,NA,3,41.667,9.504,42.0,32,51,17,68.647,24.176,76.0,10,96,NA,NA,NA,NA,NA,NA,1,87.000,NA,87.0,87,87,1,93.000,NA, 93.0 ,93,93,13,53.923,26.781,62.0,9,95,7,41.571,19.139,50.0,9,67,30.352,6.319,30.0,54,18,42,0.037,4.685,1.371,5.0,54.000,1,7,4.574,1.021,5.0,54,2,7
3490-27,3490,27,50,0.200,White,0.040,0.020,0.280,0.060,0.060,0.000,0.000,0.020,0.860,2,17.500,10.607,17.5,10,25,1,40.000,NA,40.0,40,40,14,52.643,18.007,54.0,19,85,3,52.667,10.693,55.0,41,62,3,41.333,31.262,46.0,8,70,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA ,NA,NA,1,23.000,NA,23.0,23,23,43,75.395,20.019,81.0,26,100,36.140,4.928,35.0,50,25,45,0.000,4.180,1.190,4.0,50.000,1,7,2.740,1.291,3.0,50,1,5
3490-822,3490,822,53,0.000,Multiple,0.321,0.038,0.377,0.189,0.000,0.094,0.057,0.151,0.094,17,66.529,18.544,70.0,28,95,2,59.500,43.134,59.5,29,90,20,72.500,15.632,70.5,44,100,10,60.500,13.599,57.5,40,79,NA,NA,NA,NA,NA,NA,5,51.400,24.399,53.0,18,83,3,52.000,24.062, 50.0 ,29,77,8,60.375,22.822,64.5,19,92,5,29.000,11.958,26.0,20,49,37.660,5.417,38.0,53,20,50,0.000,4.264,1.430,4.0,53.000,1,7,2.925,1.299,3.0,53,1,6
3490-3112,3490,3112,51,0.200,Multiple,0.078,0.000,0.235,0.431,0.000,0.118,0.118,0.216,0.078,4,54.000,26.319,53.0,26,84,NA,NA,NA,NA,NA,NA,12,71.500,19.086,71.0,30,100,22,64.091,18.260,66.0,25,100,NA,NA,NA,NA,NA,NA,6,58.833,12.449,62.5,36,71,6,64.833,26.019, 67.5 ,26,100,11,62.091,16.914,61.0,40,90,4,26.250,17.193,25.5,7,47,32.860,4.986,32.0,50,23,45,0.020,4.360,1.411,4.0,50.000,1,7,3.280,0.948,3.0,50,1,6
3490-3876,3490,3876,49,0.188,Multiple,0.490,0.000,0.327,0.082,0.020,0.102,0.184,0.286,0.020,24,70.833,19.741,72.0,14,100,NA,NA,NA,NA,NA,NA,16,52.813,17.310,56.5,8,75,4,68.000,8.718,64.0,63,81,1,21.000,NA,21.0,21,21,5,55.400,22.468,63.0,20,80,9,46.444,22.006, 50.0 ,8,80,14,65.643,20.266,65.0,37,100,1,7.000,NA,7.0,7,7,36.469,4.695,35.0,49,26,47,0.020,4.102,1.327,4.0,49.000,1,6,2.898,1.123,3.0,49,1,6
4130-28,4130,28,55,0.000,Multiple,0.145,0.000,0.273,0.364,0.000,0.036,0.000,0.345,0.200,8,71.500,19.139,73.0,40,100,NA,NA,NA,NA,NA,NA,15,66.467,19.650,70.0,35,91,20,73.900,17.941,73.0,50,100,NA,NA,NA,NA,NA,NA,2,50.000,28.284,50.0,30,70,NA,NA,NA, NA ,NA,NA,19,72.053,19.147,75.0,29,99,11,52.091,19.160,50.0,20,91,30.418,4.323,30.0,55,23,44,0.018,5.036,1.276,5.0,55.000,1,7,4.291,1.083,4.0,55,2,7
4130-450,4130,450,50,0.154,Multiple,0.040,0.020,0.300,0.440,0.000,0.040,0.020,0.080,0.520,2,27.500,3.536,27.5,25,30,1,47.000,NA,47.0,47,47,15,55.867,15.042,59.0,29,90,22,67.091,15.639,70.0,35,95,NA,NA,NA,NA,NA,NA,2,51.500,26.163,51.5,33,70,1,39.000,NA, 39.0 ,39,39,4,74.500,22.884,75.0,51,97,26,53.462,21.708,51.5,20,100,30.060,4.622,30.0,50,20,40,0.000,4.880,1.189,5.0,50.000,3,7,4.480,1.054,5.0,50,2,7
4130-533,4130,533,50,0.077,Black,0.640,0.000,0.120,0.200,0.000,0.060,0.000,0.400,0.020,32,68.875,20.666,76.5,20,97,NA,NA,NA,NA,NA,NA,6,39.833,23.404,38.0,15,78,10,69.300,14.476,67.0,50,98,NA,NA,NA,NA,NA,NA,3,41.333,25.106,44.0,15,65,NA,NA,NA, NA ,NA,NA,20,74.150,22.862,81.0,20,100,1,40.000,NA,40.0,40,40,32.920,6.151,33.0,50,24,55,0.000,4.960,1.370,5.0,50.000,1,7,4.420,1.071,4.0,50,1,7
4130-2784,4130,2784,53,0.000,White,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.019,1.000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA ,NA,NA,1,35.000,NA,35.0,35,35,53,91.679,9.837,95.0,65,100,28.189,3.606,28.0,53,21,40,0.000,4.868,0.941,5.0,53.000,2,7,4.717,1.116,5.0,53,1,7
4130-3112,4130,3112,51,0.077,MiddleEastern,0.039,0.000,0.235,0.549,0.039,0.020,0.020,0.255,0.078,2,29.000,29.698,29.0,8,50,NA,NA,NA,NA,NA,NA,12,69.417,22.371,73.0,22,100,28,71.179,18.255,69.5,37,100,2,46.000,50.912,46.0,10,82,1,10.000,NA,10.0,10,10,1,91.000,NA, 91.0 ,91,91,13,79.538,19.393,77.0,48,100,4,35.500,12.288,36.0,20,50,31.020,4.538,30.0,50,22,44,0.000,4.620,1.227,5.0,50.000,2,7,4.200,1.143,4.0,50,2,7
4130-3334,4130,3334,55,0.063,Hispanic,0.055,0.000,0.564,0.236,0.018,0.036,0.018,0.018,0.582,3,36.000,21.284,40.0,13,55,NA,NA,NA,NA,NA,NA,31,59.968,20.720,62.0,23,100,13,43.846,21.977,50.0,10,80,1,50.000,NA,50.0,50,50,2,40.000,14.142,40.0,30,50,1,50.000,NA, 50.0 ,50,50,1,48.000,NA,48.0,48,48,32,64.719,24.286,66.0,14,100,31.709,4.920,31.0,55,22,45,0.000,5.291,1.397,5.0,55.000,1,7,4.873,0.904,5.0,55,3,7
4239-27,4239,27,54,0.250,White,0.000,0.000,0.093,0.019,0.019,0.000,0.000,0.019,0.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,44.800,9.757,50.0,30,54,1,45.000,NA,45.0,45,45,1,100.000,NA,100.0,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA ,NA,NA,1,28.000,NA,28.0,28,28,50,88.660,13.130,92.5,52,100,33.981,5.520,34.0,54,23,52,0.000,5.130,1.100,5.0,54.000,2,7,4.741,0.975,5.0,54,3,7
4239-28,4239,28,55,0.059,Multiple,0.055,0.000,0.382,0.255,0.018,0.145,0.000,0.382,0.091,3,59.667,24.007,50.0,42,87,NA,NA,NA,NA,NA,NA,21,75.190,15.306,80.0,50,100,14,56.643,22.152,55.5,10,100,1,68.000,NA,68.0,68,68,8,54.250,16.884,53.5,33,78,NA,NA,NA, NA ,NA,NA,21,63.048,20.994,62.0,15,100,5,59.800,20.693,50.0,40,90,35.545,5.925,35.0,55,25,48,0.000,4.800,1.177,5.0,55.000,3,7,4.545,0.939,5.0,55,2,7
4239-3876,4239,3876,52,0.125,Multiple,0.288,0.019,0.135,0.346,0.019,0.115,0.019,0.442,0.038,15,58.000,19.651,55.0,26,89,1,70.000,NA,70.0,70,70,7,65.714,15.850,71.0,40,85,18,65.611,22.654,60.5,25,100,1,31.000,NA,31.0,31,31,6,62.833,25.246,66.0,25,87,1,47.000,NA, 47.0 ,47,47,23,68.087,20.620,70.0,32,100,2,30.500,41.719,30.5,1,60,36.288,7.105,36.0,52,23,55,0.000,4.692,1.245,5.0,52.000,2,7,4.404,1.107,4.0,52,2,7
4239-4095,4239,4095,57,0.059,Hispanic,0.053,0.000,0.579,0.140,0.088,0.070,0.018,0.070,0.333,3,18.333,10.408,15.0,10,30,NA,NA,NA,NA,NA,NA,33,71.091,17.263,73.0,36,100,8,58.500,26.317,50.0,29,100,5,60.200,23.080,65.0,25,80,4,59.250,8.302,58.5,50,70,1,38.000,NA, 38.0 ,38,38,4,66.500,31.129,80.0,20,86,19,63.684,23.875,60.0,13,100,31.719,5.112,31.0,57,22,45,0.018,4.965,1.426,5.0,57.000,1,7,4.982,0.991,5.0,57,2,7
4866-1229,4866,1229,53,0.118,Multiple,0.453,0.000,0.396,0.094,0.057,0.113,0.057,0.208,0.151,24,61.875,19.659,61.0,29,92,NA,NA,NA,NA,NA,NA,21,76.143,17.667,81.0,37,100,5,43.600,18.849,38.0,21,70,3,58.000,11.358,53.0,50,71,6,50.833,22.737,50.0,12,82,3,50.333,24.214, 40.0 ,33,78,11,61.364,19.991,62.0,15,98,8,33.000,14.243,38.5,10,47,40.057,5.397,40.0,53,26,50,1.000,4.472,1.324,5.0,53.000,1,7,5.849,0.744,6.0,53,4,7
4866-1288,4866,1288,54,0.412,White,0.037,0.000,0.315,0.056,0.019,0.000,0.000,0.000,0.778,2,63.500,44.548,63.5,32,95,NA,NA,NA,NA,NA,NA,17,56.059,21.052,55.0,23,100,3,84.667,7.572,88.0,76,90,1,55.000,NA,55.0,55,55,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,42,79.333,17.559,83.0,40,100,42.222,5.414,42.0,54,28,55,1.000,4.296,1.176,4.0,54.000,1,7,5.685,0.886,6.0,54,4,7
4866-2157,4866,2157,50,0.071,Black,0.880,0.000,0.000,0.040,0.020,0.080,0.000,0.180,0.040,44,81.932,16.257,86.5,31,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,46.500,13.435,46.5,37,56,1,20.000,NA,20.0,20,20,4,48.500,17.292,46.5,30,71,NA,NA,NA, NA ,NA,NA,9,48.778,31.913,39.0,10,100,2,17.500,3.536,17.5,15,20,38.860,6.354,40.0,50,25,52,0.980,4.720,1.325,5.0,50.000,1,7,5.740,0.853,6.0,50,4,7
6600-27,6600,27,54,0.067,White,0.278,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.963,15,32.533,18.330,35.0,9,61,NA,NA,NA,NA,NA,NA,6,60.000,30.166,65.0,20,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,52,75.981,19.113,80.0,16,100,24.278,5.243,24.0,54,17,45,0.074,4.389,1.338,4.0,54.000,1,7,5.185,1.183,5.0,54,3,7
6600-28,6600,28,55,0.235,Black,0.636,0.018,0.182,0.091,0.018,0.200,0.018,0.073,0.145,35,66.057,17.819,65.0,40,100,1,23.000,NA,23.0,23,23,10,53.800,15.583,55.0,30,77,5,57.000,33.076,51.0,18,100,1,27.000,NA,27.0,27,27,11,60.455,26.071,60.0,14,95,1,51.000,NA, 51.0 ,51,51,4,73.250,17.173,75.0,51,92,8,37.625,10.056,39.0,20,50,24.909,5.933,24.0,55,13,45,0.073,4.745,1.174,5.0,55.000,1,7,5.073,0.997,5.0,55,3,7
6600-3167,6600,3167,51,0.250,Multiple,0.608,0.020,0.275,0.137,0.059,0.118,0.039,0.020,0.588,31,46.000,21.197,49.0,9,91,1,0.000,NA,0.0,0,0,14,50.500,26.685,46.0,5,100,7,42.714,21.960,48.0,0,70,3,45.000,39.051,65.0,0,70,6,50.667,29.173,52.0,20,95,2,28.500,30.406, 28.5 ,7,50,1,10.000,NA,10.0,10,10,30,46.967,22.375,49.5,0,100,25.196,5.040,25.0,51,13,36,0.020,4.353,1.454,5.0,51.000,1,7,4.980,1.049,5.0,51,2,7
6600-10849,6600,10849,52,0.143,Multiple,0.423,0.000,0.404,0.154,0.000,0.115,0.096,0.135,0.288,22,50.682,18.571,52.5,10,88,NA,NA,NA,NA,NA,NA,21,67.476,18.449,70.0,35,92,8,67.500,17.021,63.5,40,94,NA,NA,NA,NA,NA,NA,6,59.167,9.432,61.5,43,71,5,52.000,21.760, 57.0 ,20,76,7,69.286,18.355,65.0,50,100,15,46.733,25.589,40.0,10,100,25.596,5.644,25.0,52,16,40,0.250,4.404,1.459,4.5,52.000,1,7,5.058,1.074,5.0,52,2,7
7352-533,7352,533,52,0.063,Black,0.558,0.000,0.154,0.192,0.019,0.115,0.038,0.269,0.000,29,65.828,20.038,70.0,31,100,NA,NA,NA,NA,NA,NA,8,61.250,26.879,70.0,15,90,10,64.900,22.762,61.0,23,95,1,8.000,NA,8.0,8,8,6,44.500,20.256,45.5,15,77,2,42.500,10.607, 42.5 ,35,50,14,67.214,13.480,67.5,45,95,NA,NA,NA,NA,NA,NA,37.038,6.925,35.0,52,24,55,0.000,4.019,1.213,4.0,52.000,1,6,4.365,1.010,5.0,52,2,6
7352-1188,7352,1188,50,0.357,White,0.000,0.000,0.020,0.000,0.020,0.000,0.000,0.000,1.000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,30.000,NA,30.0,30,30,NA,NA,NA,NA,NA,NA,1,13.000,NA,13.0,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,50,93.560,9.201,99.0,65,100,34.720,5.643,35.0,50,25,45,0.000,3.800,1.178,4.0,50.000,1,6,4.560,1.013,5.0,50,1,7
7352-3566,7352,3566,54,0.188,Hispanic,0.074,0.000,0.593,0.259,0.037,0.093,0.019,0.111,0.130,4,48.250,19.346,48.0,25,72,NA,NA,NA,NA,NA,NA,32,80.094,15.576,80.0,40,100,14,64.786,20.012,61.0,29,100,2,63.000,18.385,63.0,50,76,5,51.800,30.434,40.0,20,100,1,41.000,NA, 41.0 ,41,41,6,49.167,17.463,52.0,28,73,7,45.857,12.321,50.0,29,65,33.537,4.036,34.0,54,23,45,0.000,4.704,1.298,5.0,54.000,1,7,4.630,0.996,5.0,54,3,7
7902-38,7902,38,53,0.059,Multiple,0.189,0.245,0.189,0.094,0.057,0.075,0.208,0.151,0.226,10,51.000,18.583,50.0,30,99,13,59.846,24.334,60.0,15,100,10,69.100,14.903,71.5,38,86,5,72.400,21.478,75.0,50,100,3,64.667,39.004,82.0,20,92,4,66.000,16.990,62.0,50,90,11,60.818,22.279, 63.0 ,20,84,8,68.000,16.699,65.5,50,100,12,47.583,22.113,39.0,24,100,22.811,2.856,23.0,53,18,28,0.000,4.132,1.428,4.0,53.000,1,7,5.906,0.986,6.0,53,4,7
7902-288,7902,288,53,0.188,White,0.038,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.962,2,28.500,26.163,28.5,10,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,85.000,NA,85.0,85,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, NA ,NA,NA,NA,NA,NA,NA,NA,NA,51,91.569,15.060,100.0,26,100,25.151,4.400,25.0,53,18,47,0.000,4.453,1.186,5.0,53.000,2,7,6.019,0.747,6.0,53,4,7
